BLDG ID, STREET ADDRESS, ZIP CODE, LAST REG, RC COUNT, DOCKET NO, CASE TYPE, CASE STATUS, FILING DATE, CLOSING DATE, CLOSE CODE, STAFF ID, MCI ITEM, CLAIM COST, ALLOW COST, WK BEG DT
208188, 1818 ANTHONY AVE BRONX NY, 10457, 2020, 0, FU610019OM, OM, CLOSED, 09/05/2017, 12/28/2017, DE, ROM-00101-17, LIGHTING UPGRADE, 16395.00, 0, 12/23/2016
208188, 1818 ANTHONY AVE BRONX NY, 10457, 2020, 0, GV610088OM, OM, CLOSED, 10/15/2018, 12/20/2019, GP, ROM-00056-19, HOT WATER HEATER, 248760.00, 0.00, 09/08/2017
208188, 1818 ANTHONY AVE BRONX NY, 10457, 2020, 0, GV610088OM, OM, CLOSED, 10/15/2018, 12/20/2019, GP, ROM-00056-19, POINTNG & WATERPROOF, 248760.00, 248760.00, 09/08/2017
208188, 1818 ANTHONY AVE BRONX NY, 10457, 2020, 0, HQ610063OM, OM, OPEN, 05/14/2019, 999, GP, MJC, BOILER/BURNER, 296350.00, 0, 05/17/2018
208188, 1818 ANTHONY AVE BRONX NY, 10457, 2020, 0, HT610012OM, OM, CLOSED, 08/22/2019, 08/21/2020, DE, M66, BOILER/GAS CONVERS'N, 296350.00, 0, 05/17/2018
215762, 2077 ANTHONY AVE BRONX NY, 10457, 2020, 1, XI630033OM, OM, CLOSED, 09/25/2009, 04/16/2010, GR, RXX-000915-18, SECURITY CAMERAS, 12040.00, 12040.00, 11/10/2007
215762, 2077 ANTHONY AVE BRONX NY, 10457, 2020, 1, XI630033OM, OM, CLOSED, 09/25/2009, 04/16/2010, GR, RXX-000915-18, MAIN ENTRANCE DOORS, 7950.00, 7950.00, 11/15/2007
215762, 2077 ANTHONY AVE BRONX NY, 10457, 2020, 1, GR630080OM, OM, CLOSED, 06/07/2018, 11/07/2018, GR, RRT-00015-18, BURNER, 43730.90, 43730.90, 11/06/2015
201460, 2160 ANTHONY AVE BRONX NY, 10457, 2019, 0, EU610009OM, OM, CLOSED, 09/16/2016, 02/02/2017, GP, ROM-00105-17, EXTERIOR RESTORATION, 121887.00, 112840.00, 08/06/2015
201460, 2160 ANTHONY AVE BRONX NY, 10457, 2019, 0, EU610009OM, OM, CLOSED, 09/16/2016, 02/02/2017, GP, ROM-00105-17, ARCHITECT CONSULTING, 1080.00, 1080.00, 09/14/2015
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, DR610058OM, OM, CLOSED, 06/15/2015, 01/25/2016, GP, ROM-00005-16, WINDOWS SUPPLIER, 67495.00, 66604.15, 01/01/2014
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, DR610058OM, OM, CLOSED, 06/15/2015, 01/25/2016, GP, ROM-00005-16, WINDOWS INSTALLER, 51610.00, 51220.00, 01/01/2014
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, DR610058OM, OM, CLOSED, 06/15/2015, 01/25/2016, GP, ROM-00005-16, LOBBY DOORS, 6151.00, 5650.00, 10/11/2013
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, DR610058OM, OM, CLOSED, 06/15/2015, 01/25/2016, GP, ROM-00005-16, TV/SECURITY SYSTEM, 8632.00, 8632.00, 07/03/2013
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, FO610077OM, OM, CLOSED, 03/24/2017, 11/22/2017, GP, ROM-00103-17, KITCHEN/BATH MODERN, 741900.00, 730215.10, 12/04/2015
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, FO610078OM, OM, CLOSED, 03/24/2017, 06/20/2018, GP, ROM-00061-18, REPIPING, 356100.00, 356100.00, 12/04/2015
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, FO610078OM, OM, CLOSED, 03/24/2017, 06/20/2018, GP, ROM-00061-18, BOILER/BURNER, 105000.00, 104428.00, 02/19/2015
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, GP610051OM, OM, CLOSED, 04/25/2018, 07/17/2018, GP, ROM-00063-18, LINTELS, 45000.00, 45000.00, 11/13/2015
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, GP610051OM, OM, CLOSED, 04/25/2018, 07/17/2018, GP, ROM-00063-18, POINTNG & WATERPROOF, 90000.00, 88910.20, 11/13/2015
215731, 2320 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, GP610051OM, OM, CLOSED, 04/25/2018, 07/17/2018, GP, ROM-00063-18, NEW ROOF, 80000.00, 80000.00, 10/01/2016
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, BN610076OM, OM, CLOSED, 02/14/2013, 08/22/2014, GP, ROM-00060-14, WINDOWS SUPPLIER, 72310.00, 72310.00, 06/09/2011
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, BN610076OM, OM, CLOSED, 02/14/2013, 08/22/2014, GP, ROM-00060-14, WINDOW INSTALLER, 46530.00, 46530.00, 06/09/2011
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, BN610076OM, OM, CLOSED, 02/14/2013, 08/22/2014, GP, ROM-00060-14, NEW ROOF, 32450.00, 32450.00, 10/05/2011
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, BN610076OM, OM, CLOSED, 02/14/2013, 08/22/2014, GP, ROM-00060-14, HOT WATER HEATER, 25073.00, 24437.00, 08/30/2011
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, BN610076OM, OM, CLOSED, 02/14/2013, 08/22/2014, GP, ROM-00060-14, LOBBY DOOR, 2900.00, 2900.00, 12/16/2011
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, BN610076OM, OM, CLOSED, 02/14/2013, 08/22/2014, GP, ROM-00060-14, SECURITY CAMERAS, 18510.00, 18510.00, 06/08/2011
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, DO610012OM, OM, CLOSED, 03/03/2015, 12/31/2015, GP, ROM-00081-15, REPIPING, 214500.00, 210365.00, 07/16/2013
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, DO610012OM, OM, CLOSED, 03/03/2015, 12/31/2015, GP, ROM-00081-15, KITCH./BATH UPGRADE, 628487.00, 628487.00, 07/16/2013
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, DO610012OM, OM, CLOSED, 03/03/2015, 12/31/2015, GP, ROM-00081-15, BOILER/BURNER, 106000.00, 103689.00, 03/19/2013
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, EP610013X, X, CLOSED, 04/14/2016, 08/11/2016, GP, RX-00005-16
206165, 2505 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, GW610001X, X, CLOSED, 11/01/2018, 11/02/2018, GP, ECM
210571, 2547 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, YL610017OM, OM, CLOSED, 12/15/2010, 05/13/2011, GR, RXX-000803-19, TV/SECURITY SYSTEM, 12427.60, 12427.60, 11/20/2008
210571, 2547 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, YL610017OM, OM, CLOSED, 12/15/2010, 05/13/2011, GR, RXX-000803-19, MAIN ENTRANCE DOORS, 12775.00, 12775.00, 12/18/2008
210571, 2547 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, CU610029OM, OM, CLOSED, 09/11/2014, 12/08/2014, GR, RISF-00108-15, NEW ROOF, 110825.00, 110825.00, 04/04/2014
204070, 2609 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, BP610060OM, OM, CLOSED, 04/25/2013, 08/22/2013, GP, ROM-00056-13, BOILER/BURNER, 75000.00, 74364.00, 08/18/2011
204070, 2609 AQUEDUCT AVE BRONX NY, 10468, 2020, 0, ET610013OM, OM, CLOSED, 08/17/2016, 11/07/2016, GR, ROM-00125-16, SECURITY CAMERAS, 19615.00, 19615.00, 05/07/2015
208675, 1801 ARCHER ST BRONX NY, 10460, 2020, 0, DV610031OM, OM, CLOSED, 10/20/2015, 03/30/2016, GP, ROM-00031-16, BOILER/BURNER, 221500.00, 220633.50, 02/06/2013
202113, 3210 ARLINGTON AVE BRONX NY, 10463, 2020, 0, AN610051X, X, CLOSED, 02/16/2012, 02/16/2012, CW, RX-00001-12
220351, 3215 ARLINGTON AVE BRONX NY, 10463, 2020, 0, CS610012X, X, CLOSED, 07/02/2014, 07/09/2014, CW, RX-00009-14, EXTERIOR FACADE, 197367.00, 193847.00, 01/09/2017
220351, 3215 ARLINGTON AVE BRONX NY, 10463, 2020, 0, GX610024OM, OM, CLOSED, 12/10/2018, 04/18/2019, GP, ROM-00023-19
221310, 5700 ARLINGTON AVE BRONX NY, 10471, 2020, 0, YH610051X, X, CLOSED, 08/18/2010, 08/20/2010, CW, RXX-000811-18, POINTING/FACADE, 12213874.63, 0, 04/01/2013
221310, 5700 ARLINGTON AVE BRONX NY, 10471, 2020, 0, HM610053OM, OM, CLOSED, 01/02/2019, 11/29/2019, DE, A1A99
221310, 5700 ARLINGTON AVE BRONX NY, 10471, 2020, 0, HM610053OM, OM, CLOSED, 01/02/2019, 11/29/2019, DE, A1A99, ARCHITECT, 1576344.58, 0, 03/15/2012
202290, 788 ARNOW AVE BRONX NY, 10467, 2019, 0, XG630144OM, OM, CLOSED, 07/22/2009, 07/20/2010, GP, RXX-000922-18, ELEVATOR UPGRADING, 109500.00, 108700.00, 03/03/2008
202290, 788 ARNOW AVE BRONX NY, 10467, 2019, 0, XG630144OM, OM, CLOSED, 07/22/2009, 07/20/2010, GP, RXX-000922-18, ENTRANCE DOOR, 3600.00, 3600.00, 09/25/2007
202290, 788 ARNOW AVE BRONX NY, 10467, 2019, 0, XG630144OM, OM, CLOSED, 07/22/2009, 07/20/2010, GP, RXX-000922-18, ROOF, 8000.00, 8000.00, 07/30/2007
202290, 788 ARNOW AVE BRONX NY, 10467, 2019, 0, AT630092X, X, CLOSED, 08/22/2012, 08/24/2012, GR, RX-00009-12
202290, 788 ARNOW AVE BRONX NY, 10467, 2019, 0, DN630031X, X, CLOSED, 02/27/2015, 05/04/2015, CW, RX-00003-15
216679, 2820 BAILEY AVE BRONX NY, 10463, 2020, 0, DR610061OM, OM, CLOSED, 06/01/2015, 03/29/2016, GP, ROM-00027-16, BURNER, 83925.00, 63013.00, 09/26/2012
216679, 2820 BAILEY AVE BRONX NY, 10463, 2020, 0, DR610061OM, OM, CLOSED, 06/01/2015, 03/29/2016, GP, ROM-00027-16, BACK FLOW PREVENTER, 23084.93, 10412.93, 06/04/2013
221290, 3119 BAILEY AVE BRONX NY, 10463, 2020, 0, YA610056OM, OM, CLOSED, 01/15/2010, 03/17/2010, VO, M99
221508, 3123 BAILEY AVE BRONX NY, 10463, 2020, 0, YH610087X, X, CLOSED, 08/27/2010, 08/31/2010, CW, RXX-00020-10
221508, 3123 BAILEY AVE BRONX NY, 10463, 2020, 0, BX610006X, X, CLOSED, 12/03/2013, 12/05/2013, GP, RX-00007-13
214442, 3300 BAILEY AVE BRONX NY, 10463, 2020, 0, HQ610138OM, OM, OPEN, 05/23/2019, 999, NONE, MTK, ELEVATOR UPGRADING, 158000.00, 0, 08/01/2018
214442, 3300 BAILEY AVE BRONX NY, 10463, 2020, 0, HQ610138OM, OM, OPEN, 05/23/2019, 999, NONE, MTK, BOILER/BURNER, 90500.00, 0, 08/14/2017
214442, 3300 BAILEY AVE BRONX NY, 10463, 2020, 0, HQ610138OM, OM, OPEN, 05/23/2019, 999, NONE, MTK, ELEVATOR-SHAFT PUMP, 2665.00, 0, 09/14/2018
210864, 3591 TO 3593 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, ZB610010OM, OM, CLOSED, 02/09/2011, 02/24/2012, GP, ROM-00011-12, COURTYARD & WALKWAYS, 13000.00, 11000.00, 08/05/2009
210864, 3591 TO 3593 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, ZB610016OM, OM, CLOSED, 02/09/2011, 07/14/2011, GP, RXA-000810-19, COURTYARD & WALKWAYS, 72000.00, 68000.00, 06/04/2009
210864, 3591 TO 3593 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, BW610012OM, OM, CLOSED, 11/13/2013, 12/19/2017, DE, ROM-00096-17, TV/SECURITY SYSTEM, 31600.00, 0, 11/15/2012
210864, 3591 TO 3593 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, DT610010X, X, CLOSED, 08/12/2015, 08/18/2015, CW, RX-00006-15, NEW ROOF, 80000.00, 0, 07/25/2013
210864, 3591 TO 3593 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, DR610150OM, OM, CLOSED, 06/03/2015, 12/18/2017, DE, ROM-00098-17
210864, 3591 TO 3593 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, GP610004X, X, CLOSED, 04/06/2018, 04/06/2018, CW, RX-00001-18
210863, 3595 TO 3599 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, AN610058X, X, CLOSED, 02/17/2012, 02/21/2012, CW, RX-00001-12, SECURITY CAMERAS, 18000.00, 18000.00, 11/15/2012
210863, 3595 TO 3599 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, BW610058OM, OM, CLOSED, 11/20/2013, 10/17/2016, GR, ROM-00097-16
202792, 2550 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, DT610081OM, OM, CLOSED, 08/20/2015, 08/26/2016, DE, RRO-00015-18, TWO NEW BOILERS, 172200.00, 0, 03/25/2013
208763, 2580 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, HR610159OM, OM, OPEN, 06/07/2019, 999, NONE, MRM2, FACADE, 86475.00, 0, 08/21/2017
204984, 2705 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, FS610066OM, OM, CLOSED, 07/17/2017, 01/04/2018, GP, ROM-00005-18, TV/SECURITY SYSTEM, 14099.31, 12950.00, 06/21/2015
200400, 2786 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, YH610009X, X, CLOSED, 08/09/2010, 11/02/2011, GP, RXX-000104-20, BURNER FUEL COMPUTER, 88490.00, 86818.40, 07/19/2012
200400, 2786 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, CS610061OM, OM, CLOSED, 07/29/2014, 02/06/2015, GP, ROM-00086-15
200400, 2786 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, CS610061OM, OM, CLOSED, 07/29/2014, 02/06/2015, GP, ROM-00086-15, SEWER, 15000.00, 00000.00, 08/20/2012
200400, 2786 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, EM610011X, X, CLOSED, 01/07/2016, 03/16/2016, GP, RX-00002-16
205265, 2861 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, GP610017OM, OM, CLOSED, 04/09/2018, 06/14/2018, GP, A66, COMPACTOR, 15300.00, 15000.00, 06/28/2017
205265, 2861 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, IO610016OM, OM, OPEN, 03/23/2020, 999, GP, MRM2, NEW ROOF, 116700.00, 0, 05/29/2019
207363, 2889 BAINBRIDGE AVE BRONX NY, 10458, 2019, 1, YB630003OM, OM, CLOSED, 02/03/2010, 02/24/2012, GR, ROM-00011-12, PARAPET / COPING, 40000.00, 40000.00, 07/16/2007
207363, 2889 BAINBRIDGE AVE BRONX NY, 10458, 2019, 1, YB630003OM, OM, CLOSED, 02/03/2010, 02/24/2012, GR, ROM-00011-12, BRICK REPLACED-PHI, 33250.00, 33250.00, 07/16/2007
207363, 2889 BAINBRIDGE AVE BRONX NY, 10458, 2019, 1, YB630003OM, OM, CLOSED, 02/03/2010, 02/24/2012, GR, ROM-00011-12, BRICK REPLACED-PHII, 12110.00, 12110.00, 07/16/2007
207363, 2889 BAINBRIDGE AVE BRONX NY, 10458, 2019, 1, YB630003OM, OM, CLOSED, 02/03/2010, 02/24/2012, GR, ROM-00011-12, LINTEL REPLACEMENT, 10575.00, 10575.00, 07/16/2007
207363, 2889 BAINBRIDGE AVE BRONX NY, 10458, 2019, 1, YB630003OM, OM, CLOSED, 02/03/2010, 02/24/2012, GR, ROM-00011-12, BRICK POINTING, 14065.00, 14065.00, 07/16/2007
211481, 2936 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, CS610073OM, OM, CLOSED, 07/23/2014, 05/14/2015, GP, ROM-00040-15, NEW WINDOWS/SUPPLIER, 29128.00, 25556.19, 07/09/2013
211481, 2936 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, CS610073OM, OM, CLOSED, 07/23/2014, 05/14/2015, GP, ROM-00040-15, INSTALLER (WINDOWS), 21970.00, 20540.00, 06/30/2013
211481, 2936 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, CS610073OM, OM, CLOSED, 07/23/2014, 05/14/2015, GP, ROM-00040-15, TV/SECURITY SYSTEM, 6883.00, 5344.00, 07/05/2012
211481, 2936 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, DP610037OM, OM, CLOSED, 04/20/2015, 01/27/2016, GP, ROM-00003-16, REPIPING, 80000.00, 76719.90, 07/18/2014
211481, 2936 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, DP610037OM, OM, CLOSED, 04/20/2015, 01/27/2016, GP, ROM-00003-16, KITCHEN&BATH UPGRADE, 208000.00, 197400.00, 07/18/2014
204006, 2955 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, YG610012X, X, CLOSED, 07/13/2010, 02/18/2011, GP, RXX-000104-20
208472, 2977 BAINBRIDGE AVE BRONX NY, 10458, 2020, 0, AX610019OM, OM, CLOSED, 12/07/2012, 03/21/2013, GR, ROM-00019-13, SECURITY CAMERA SYST, 10000.00, 10000.00, 05/15/2012
200724, 3215 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, CW610009X, X, CLOSED, 11/12/2014, 03/06/2015, CW, RX-00001-15
206404, 3265 BAINBRIDGE AVE BRONX NY, 10467, 2020, 1, EU630071OM, OM, CLOSED, 09/30/2016, 04/11/2017, GP, ROM-00031-17, POINTING/EXT.RESTOR, 161450.00, 149819.90, 07/07/2015
206404, 3265 BAINBRIDGE AVE BRONX NY, 10467, 2020, 1, EU630071OM, OM, CLOSED, 09/30/2016, 04/11/2017, GP, ROM-00031-17, SWIDEWALK SHED, 42700.00, 41940.00, 06/16/2015
206404, 3265 BAINBRIDGE AVE BRONX NY, 10467, 2020, 1, EU630071OM, OM, CLOSED, 09/30/2016, 04/11/2017, GP, ROM-00031-17, ENGINEERING, 18610.00, 18532.00, 12/15/2014
206404, 3265 BAINBRIDGE AVE BRONX NY, 10467, 2020, 1, EU630071OM, OM, CLOSED, 09/30/2016, 04/11/2017, GP, ROM-00031-17, ASBESTOS ABATEMENT, 8570.00, 7770.00, 04/13/2015
220996, 3530 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, BV610036X, X, CLOSED, 10/17/2013, 11/13/2013, GR, RX-00012-13
221108, 3555 BAINBRIDGE AVE BRONX NY, 10467, 2020, 0, BM610058X, X, CLOSED, 01/14/2013, 01/14/2014, CW, RX-00001-14
200271, 2146 TO 2148 BARNES AVE BRONX NY, 10462, 2020, 0, XF630253OM, OM, CLOSED, 06/05/2009, 12/15/2011, GR, RXA-000810-19, VIDEO SECURITY, 108763.68, 108763.68, 06/02/2006
200271, 2146 TO 2148 BARNES AVE BRONX NY, 10462, 2020, 0, XF630253OM, OM, CLOSED, 06/05/2009, 12/15/2011, GR, RXA-000810-19, PUBLIC AREA DOORS, 28649.50, 28649.50, 08/24/2006
200271, 2146 TO 2148 BARNES AVE BRONX NY, 10462, 2020, 0, XF630253OM, OM, CLOSED, 06/05/2009, 12/15/2011, GR, RXA-000810-19, PUBLIC AREA WINDOWS, 42515.00, 42515.00, 06/02/2006
200271, 2146 TO 2148 BARNES AVE BRONX NY, 10462, 2020, 0, DT610045OM, OM, CLOSED, 08/19/2015, 03/31/2016, GP, ROM-00029-16, MAILBOXES, 3315.24, 3045.00, 08/21/2013
200272, 2182 TO 2184 BARNES AVE BRONX NY, 10462, 2020, 0, HS610035OM, OM, OPEN, 07/05/2019, 999, NONE, MTK, GAS CONVERSION, 101078.56, 0, 03/22/2015
200655, 2161 BARNES AVE BRONX NY, 10462, 2020, 0, ZF610015OM, OM, CLOSED, 06/17/2011, 08/12/2011, DE, RISF-00054-17, LINTEL REPLACEMENT, 46040.00, 0, 04/01/2010
200655, 2161 BARNES AVE BRONX NY, 10462, 2020, 0, FX610052OM, OM, CLOSED, 12/18/2017, 06/01/2018, GP, ROM-00052-18, TV/SECURITY SYSTEM, 12738.38, 11700.00, 11/21/2015
